;grid;letters;locs;encoding_stim;incorr_locs;incorr_letters;rotated_inds;incorr_rot;abc_ordered;incorr_abc
1890;"[array([['Х', 'Х', 'Ф'],
       ['Г', 'Х', 'Ш'],
       ['Х', 'Л', 'Х']], dtype='<U1')]";['Ф', 'Г', 'Ш', 'Л'];[2, 3, 5, 7];grid_9717.png;[0, 1, 6, 8];['Т', 'К', 'М', 'Д', 'П', 'Ж'];[8, 1, 7, 3];[0, 2, 5, 6];{'Г': 0, 'Л': 1, 'Ф': 2, 'Ш': 3};{'Г': [1, 2, 3], 'Л': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]}
1891;"[array([['Х', 'Х', 'Ш'],
       ['Ф', 'Х', 'Г'],
       ['Х', 'Х', 'Л']], dtype='<U1')]";['Ш', 'Ф', 'Г', 'Л'];[2, 3, 5, 8];grid_9718.png;[0, 1, 6, 7];['Т', 'К', 'М', 'Д', 'П', 'Ж'];[8, 1, 7, 6];[0, 2, 3, 5];{'Г': 0, 'Л': 1, 'Ф': 2, 'Ш': 3};{'Г': [1, 2, 3], 'Л': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]}
1892;"[array([['Х', 'Х', 'Л'],
       ['Г', 'Х', 'Х'],
       ['Ф', 'Ш', 'Х']], dtype='<U1')]";['Л', 'Г', 'Ф', 'Ш'];[2, 3, 6, 7];grid_9719.png;[0, 1, 5, 8];['Т', 'К', 'М', 'Д', 'П', 'Ж'];[8, 1, 0, 3];[2, 5, 6, 7];{'Г': 0, 'Л': 1, 'Ф': 2, 'Ш': 3};{'Г': [1, 2, 3], 'Л': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]}
1893;"[array([['Х', 'Х', 'Г'],
       ['Л', 'Х', 'Х'],
       ['Ш', 'Х', 'Ф']], dtype='<U1')]";['Г', 'Л', 'Ш', 'Ф'];[2, 3, 6, 8];grid_9720.png;[0, 1, 5, 7];['Т', 'К', 'М', 'Д', 'П', 'Ж'];[8, 1, 0, 6];[2, 3, 5, 7];{'Г': 0, 'Л': 1, 'Ф': 2, 'Ш': 3};{'Г': [1, 2, 3], 'Л': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]}
1894;"[array([['Х', 'Х', 'Ш'],
       ['Г', 'Х', 'Х'],
       ['Х', 'Л', 'Ф']], dtype='<U1')]";['Ш', 'Г', 'Л', 'Ф'];[2, 3, 7, 8];grid_9721.png;[0, 1, 5, 6];['Т', 'К', 'М', 'Д', 'П', 'Ж'];[8, 1, 3, 6];[0, 2, 5, 7];{'Г': 0, 'Л': 1, 'Ф': 2, 'Ш': 3};{'Г': [1, 2, 3], 'Л': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]}
1895;"[array([['Х', 'Х', 'Ф'],
       ['Х', 'Х', 'Ш'],
       ['Л', 'Г', 'Х']], dtype='<U1')]";['Ф', 'Ш', 'Л', 'Г'];[2, 5, 6, 7];grid_9722.png;[0, 1, 3, 8];['Т', 'К', 'М', 'Д', 'П', 'Ж'];[8, 7, 0, 3];[1, 2, 5, 6];{'Г': 0, 'Л': 1, 'Ф': 2, 'Ш': 3};{'Г': [1, 2, 3], 'Л': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]}
1896;"[array([['Х', 'Х', 'Ш'],
       ['Х', 'Х', 'Ф'],
       ['Г', 'Х', 'Л']], dtype='<U1')]";['Ш', 'Ф', 'Г', 'Л'];[2, 5, 6, 8];grid_9723.png;[0, 1, 3, 7];['Т', 'К', 'М', 'Д', 'П', 'Ж'];[8, 7, 0, 6];[1, 2, 3, 5];{'Г': 0, 'Л': 1, 'Ф': 2, 'Ш': 3};{'Г': [1, 2, 3], 'Л': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]}
1897;"[array([['Х', 'Х', 'Г'],
       ['Х', 'Х', 'Л'],
       ['Х', 'Ф', 'Ш']], dtype='<U1')]";['Г', 'Л', 'Ф', 'Ш'];[2, 5, 7, 8];grid_9724.png;[0, 1, 3, 6];['Т', 'К', 'М', 'Д', 'П', 'Ж'];[8, 7, 3, 6];[0, 1, 2, 5];{'Г': 0, 'Л': 1, 'Ф': 2, 'Ш': 3};{'Г': [1, 2, 3], 'Л': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]}
1898;"[array([['Х', 'Х', 'Ф'],
       ['Х', 'Х', 'Х'],
       ['Г', 'Ш', 'Л']], dtype='<U1')]";['Ф', 'Г', 'Ш', 'Л'];[2, 6, 7, 8];grid_9725.png;[0, 1, 3, 5];['Т', 'К', 'М', 'Д', 'П', 'Ж'];[8, 0, 3, 6];[1, 2, 5, 7];{'Г': 0, 'Л': 1, 'Ф': 2, 'Ш': 3};{'Г': [1, 2, 3], 'Л': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]}
1899;"[array([['Х', 'Х', 'Х'],
       ['Л', 'Х', 'Г'],
       ['Ф', 'Ш', 'Х']], dtype='<U1')]";['Л', 'Г', 'Ф', 'Ш'];[3, 5, 6, 7];grid_9726.png;[0, 1, 2, 8];['Т', 'К', 'М', 'Д', 'П', 'Ж'];[1, 7, 0, 3];[2, 5, 6, 8];{'Г': 0, 'Л': 1, 'Ф': 2, 'Ш': 3};{'Г': [1, 2, 3], 'Л': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]}
1900;"[array([['Х', 'Х', 'Х'],
       ['Ш', 'Х', 'Г'],
       ['Ф', 'Х', 'Л']], dtype='<U1')]";['Ш', 'Г', 'Ф', 'Л'];[3, 5, 6, 8];grid_9727.png;[0, 1, 2, 7];['Т', 'К', 'М', 'Д', 'П', 'Ж'];[1, 7, 0, 6];[2, 3, 5, 8];{'Г': 0, 'Л': 1, 'Ф': 2, 'Ш': 3};{'Г': [1, 2, 3], 'Л': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]}
1901;"[array([['Х', 'Х', 'Х'],
       ['Г', 'Х', 'Ш'],
       ['Х', 'Л', 'Ф']], dtype='<U1')]";['Г', 'Ш', 'Л', 'Ф'];[3, 5, 7, 8];grid_9728.png;[0, 1, 2, 6];['Т', 'К', 'М', 'Д', 'П', 'Ж'];[1, 7, 3, 6];[0, 2, 5, 8];{'Г': 0, 'Л': 1, 'Ф': 2, 'Ш': 3};{'Г': [1, 2, 3], 'Л': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]}
1902;"[array([['Х', 'Х', 'Х'],
       ['Г', 'Х', 'Х'],
       ['Ф', 'Л', 'Ш']], dtype='<U1')]";['Г', 'Ф', 'Л', 'Ш'];[3, 6, 7, 8];grid_9729.png;[0, 1, 2, 5];['Т', 'К', 'М', 'Д', 'П', 'Ж'];[1, 0, 3, 6];[2, 5, 7, 8];{'Г': 0, 'Л': 1, 'Ф': 2, 'Ш': 3};{'Г': [1, 2, 3], 'Л': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]}
1903;"[array([['Х', 'Х', 'Х'],
       ['Х', 'Х', 'Л'],
       ['Ф', 'Г', 'Ш']], dtype='<U1')]";['Л', 'Ф', 'Г', 'Ш'];[5, 6, 7, 8];grid_9730.png;[0, 1, 2, 3];['Т', 'К', 'М', 'Д', 'П', 'Ж'];[7, 0, 3, 6];[1, 2, 5, 8];{'Г': 0, 'Л': 1, 'Ф': 2, 'Ш': 3};{'Г': [1, 2, 3], 'Л': [0, 2, 3], 'Ф': [0, 1, 3], 'Ш': [0, 1, 2]}
1904;"[array([['М', 'Д', 'П'],
       ['К', 'Х', 'Х'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['М', 'Д', 'П', 'К'];[0, 1, 2, 3];grid_9801.png;[5, 6, 7, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 5, 8, 1];[0, 3, 6, 7];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1905;"[array([['П', 'Д', 'К'],
       ['Х', 'Х', 'М'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['П', 'Д', 'К', 'М'];[0, 1, 2, 5];grid_9802.png;[3, 6, 7, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 5, 8, 7];[0, 1, 3, 6];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1906;"[array([['М', 'К', 'Д'],
       ['Х', 'Х', 'Х'],
       ['П', 'Х', 'Х']], dtype='<U1')]";['М', 'К', 'Д', 'П'];[0, 1, 2, 6];grid_9803.png;[3, 5, 7, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 5, 8, 0];[1, 3, 6, 7];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1907;"[array([['П', 'М', 'Д'],
       ['Х', 'Х', 'Х'],
       ['Х', 'К', 'Х']], dtype='<U1')]";['П', 'М', 'Д', 'К'];[0, 1, 2, 7];grid_9804.png;[3, 5, 6, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 5, 8, 3];[0, 1, 6, 7];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1908;"[array([['Д', 'М', 'П'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Х', 'К']], dtype='<U1')]";['Д', 'М', 'П', 'К'];[0, 1, 2, 8];grid_9805.png;[3, 5, 6, 7];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 5, 8, 6];[0, 1, 3, 7];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1909;"[array([['Д', 'П', 'Х'],
       ['К', 'Х', 'М'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Д', 'П', 'К', 'М'];[0, 1, 3, 5];grid_9806.png;[2, 6, 7, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 5, 1, 7];[0, 3, 6, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1910;"[array([['М', 'Д', 'Х'],
       ['П', 'Х', 'Х'],
       ['К', 'Х', 'Х']], dtype='<U1')]";['М', 'Д', 'П', 'К'];[0, 1, 3, 6];grid_9807.png;[2, 5, 7, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 5, 1, 0];[3, 6, 7, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1911;"[array([['Д', 'М', 'Х'],
       ['П', 'Х', 'Х'],
       ['Х', 'К', 'Х']], dtype='<U1')]";['Д', 'М', 'П', 'К'];[0, 1, 3, 7];grid_9808.png;[2, 5, 6, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 5, 1, 3];[0, 6, 7, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1912;"[array([['П', 'Д', 'Х'],
       ['М', 'Х', 'Х'],
       ['Х', 'Х', 'К']], dtype='<U1')]";['П', 'Д', 'М', 'К'];[0, 1, 3, 8];grid_9809.png;[2, 5, 6, 7];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 5, 1, 6];[0, 3, 7, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1913;"[array([['К', 'П', 'Х'],
       ['Х', 'Х', 'М'],
       ['Д', 'Х', 'Х']], dtype='<U1')]";['К', 'П', 'М', 'Д'];[0, 1, 5, 6];grid_9810.png;[2, 3, 7, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 5, 7, 0];[1, 3, 6, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1914;"[array([['Д', 'К', 'Х'],
       ['Х', 'Х', 'М'],
       ['Х', 'П', 'Х']], dtype='<U1')]";['Д', 'К', 'М', 'П'];[0, 1, 5, 7];grid_9811.png;[2, 3, 6, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 5, 7, 3];[0, 1, 6, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1915;"[array([['П', 'К', 'Х'],
       ['Х', 'Х', 'М'],
       ['Х', 'Х', 'Д']], dtype='<U1')]";['П', 'К', 'М', 'Д'];[0, 1, 5, 8];grid_9812.png;[2, 3, 6, 7];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 5, 7, 6];[0, 1, 3, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1916;"[array([['П', 'К', 'Х'],
       ['Х', 'Х', 'Х'],
       ['Д', 'М', 'Х']], dtype='<U1')]";['П', 'К', 'Д', 'М'];[0, 1, 6, 7];grid_9813.png;[2, 3, 5, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 5, 0, 3];[1, 6, 7, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1917;"[array([['П', 'М', 'Х'],
       ['Х', 'Х', 'Х'],
       ['К', 'Х', 'Д']], dtype='<U1')]";['П', 'М', 'К', 'Д'];[0, 1, 6, 8];grid_9814.png;[2, 3, 5, 7];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 5, 0, 6];[1, 3, 7, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1918;"[array([['М', 'П', 'Х'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Д', 'К']], dtype='<U1')]";['М', 'П', 'Д', 'К'];[0, 1, 7, 8];grid_9815.png;[2, 3, 5, 6];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 5, 3, 6];[0, 1, 7, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1919;"[array([['Д', 'Х', 'М'],
       ['П', 'Х', 'К'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Д', 'М', 'П', 'К'];[0, 2, 3, 5];grid_9816.png;[1, 6, 7, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 8, 1, 7];[0, 3, 5, 6];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1920;"[array([['М', 'Х', 'П'],
       ['Д', 'Х', 'Х'],
       ['К', 'Х', 'Х']], dtype='<U1')]";['М', 'П', 'Д', 'К'];[0, 2, 3, 6];grid_9817.png;[1, 5, 7, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 8, 1, 0];[3, 5, 6, 7];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1921;"[array([['Д', 'Х', 'М'],
       ['К', 'Х', 'Х'],
       ['Х', 'П', 'Х']], dtype='<U1')]";['Д', 'М', 'К', 'П'];[0, 2, 3, 7];grid_9818.png;[1, 5, 6, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 8, 1, 3];[0, 5, 6, 7];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1922;"[array([['П', 'Х', 'Д'],
       ['М', 'Х', 'Х'],
       ['Х', 'Х', 'К']], dtype='<U1')]";['П', 'Д', 'М', 'К'];[0, 2, 3, 8];grid_9819.png;[1, 5, 6, 7];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 8, 1, 6];[0, 3, 5, 7];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1923;"[array([['Д', 'Х', 'К'],
       ['Х', 'Х', 'П'],
       ['М', 'Х', 'Х']], dtype='<U1')]";['Д', 'К', 'П', 'М'];[0, 2, 5, 6];grid_9820.png;[1, 3, 7, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 8, 7, 0];[1, 3, 5, 6];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1924;"[array([['К', 'Х', 'П'],
       ['Х', 'Х', 'М'],
       ['Х', 'Д', 'Х']], dtype='<U1')]";['К', 'П', 'М', 'Д'];[0, 2, 5, 7];grid_9821.png;[1, 3, 6, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 8, 7, 3];[0, 1, 5, 6];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1925;"[array([['К', 'Х', 'П'],
       ['Х', 'Х', 'М'],
       ['Х', 'Х', 'Д']], dtype='<U1')]";['К', 'П', 'М', 'Д'];[0, 2, 5, 8];grid_9822.png;[1, 3, 6, 7];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 8, 7, 6];[0, 1, 3, 5];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1926;"[array([['К', 'Х', 'П'],
       ['Х', 'Х', 'Х'],
       ['М', 'Д', 'Х']], dtype='<U1')]";['К', 'П', 'М', 'Д'];[0, 2, 6, 7];grid_9823.png;[1, 3, 5, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 8, 0, 3];[1, 5, 6, 7];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1927;"[array([['Д', 'Х', 'П'],
       ['Х', 'Х', 'Х'],
       ['Х', 'К', 'М']], dtype='<U1')]";['Д', 'П', 'К', 'М'];[0, 2, 7, 8];grid_9825.png;[1, 3, 5, 6];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 8, 3, 6];[0, 1, 5, 7];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1928;"[array([['М', 'Х', 'Х'],
       ['К', 'Х', 'Д'],
       ['П', 'Х', 'Х']], dtype='<U1')]";['М', 'К', 'Д', 'П'];[0, 3, 5, 6];grid_9826.png;[1, 2, 7, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 1, 7, 0];[3, 5, 6, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1929;"[array([['К', 'Х', 'Х'],
       ['П', 'Х', 'Д'],
       ['Х', 'М', 'Х']], dtype='<U1')]";['К', 'П', 'Д', 'М'];[0, 3, 5, 7];grid_9827.png;[1, 2, 6, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 1, 7, 3];[0, 5, 6, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1930;"[array([['М', 'Х', 'Х'],
       ['П', 'Х', 'Д'],
       ['Х', 'Х', 'К']], dtype='<U1')]";['М', 'П', 'Д', 'К'];[0, 3, 5, 8];grid_9828.png;[1, 2, 6, 7];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 1, 7, 6];[0, 3, 5, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1931;"[array([['Д', 'Х', 'Х'],
       ['К', 'Х', 'Х'],
       ['М', 'П', 'Х']], dtype='<U1')]";['Д', 'К', 'М', 'П'];[0, 3, 6, 7];grid_9829.png;[1, 2, 5, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 1, 0, 3];[5, 6, 7, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1932;"[array([['М', 'Х', 'Х'],
       ['К', 'Х', 'Х'],
       ['П', 'Х', 'Д']], dtype='<U1')]";['М', 'К', 'П', 'Д'];[0, 3, 6, 8];grid_9830.png;[1, 2, 5, 7];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 1, 0, 6];[3, 5, 7, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1933;"[array([['П', 'Х', 'Х'],
       ['М', 'Х', 'Х'],
       ['Х', 'Д', 'К']], dtype='<U1')]";['П', 'М', 'Д', 'К'];[0, 3, 7, 8];grid_9831.png;[1, 2, 5, 6];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 1, 3, 6];[0, 5, 7, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1934;"[array([['К', 'Х', 'Х'],
       ['Х', 'Х', 'М'],
       ['П', 'Д', 'Х']], dtype='<U1')]";['К', 'М', 'П', 'Д'];[0, 5, 6, 7];grid_9832.png;[1, 2, 3, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 7, 0, 3];[1, 5, 6, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1935;"[array([['К', 'Х', 'Х'],
       ['Х', 'Х', 'П'],
       ['М', 'Х', 'Д']], dtype='<U1')]";['К', 'П', 'М', 'Д'];[0, 5, 6, 8];grid_9833.png;[1, 2, 3, 7];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 7, 0, 6];[1, 3, 5, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1936;"[array([['К', 'Х', 'Х'],
       ['Х', 'Х', 'Д'],
       ['Х', 'П', 'М']], dtype='<U1')]";['К', 'Д', 'П', 'М'];[0, 5, 7, 8];grid_9834.png;[1, 2, 3, 6];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 7, 3, 6];[0, 1, 5, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1937;"[array([['П', 'Х', 'Х'],
       ['Х', 'Х', 'Х'],
       ['М', 'Д', 'К']], dtype='<U1')]";['П', 'М', 'Д', 'К'];[0, 6, 7, 8];grid_9835.png;[1, 2, 3, 5];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[2, 0, 3, 6];[1, 5, 7, 8];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1938;"[array([['Х', 'П', 'К'],
       ['Д', 'Х', 'М'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['П', 'К', 'Д', 'М'];[1, 2, 3, 5];grid_9836.png;[0, 6, 7, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[5, 8, 1, 7];[0, 2, 3, 6];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1939;"[array([['Х', 'К', 'П'],
       ['М', 'Х', 'Х'],
       ['Д', 'Х', 'Х']], dtype='<U1')]";['К', 'П', 'М', 'Д'];[1, 2, 3, 6];grid_9837.png;[0, 5, 7, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[5, 8, 1, 0];[2, 3, 6, 7];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1940;"[array([['Х', 'К', 'М'],
       ['Д', 'Х', 'Х'],
       ['Х', 'П', 'Х']], dtype='<U1')]";['К', 'М', 'Д', 'П'];[1, 2, 3, 7];grid_9838.png;[0, 5, 6, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[5, 8, 1, 3];[0, 2, 6, 7];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1941;"[array([['Х', 'П', 'Д'],
       ['К', 'Х', 'Х'],
       ['Х', 'Х', 'М']], dtype='<U1')]";['П', 'Д', 'К', 'М'];[1, 2, 3, 8];grid_9839.png;[0, 5, 6, 7];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[5, 8, 1, 6];[0, 2, 3, 7];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
1942;"[array([['Х', 'П', 'К'],
       ['Х', 'Х', 'Д'],
       ['М', 'Х', 'Х']], dtype='<U1')]";['П', 'К', 'Д', 'М'];[1, 2, 5, 6];grid_9840.png;[0, 3, 7, 8];['Т', 'Л', 'Г', 'Ж', 'Ш', 'Ф'];[5, 8, 7, 0];[1, 2, 3, 6];{'Д': 0, 'К': 1, 'М': 2, 'П': 3};{'Д': [1, 2, 3], 'К': [0, 2, 3], 'М': [0, 1, 3], 'П': [0, 1, 2]}
